worker_id,city_risk_index,rainfall_last_3day_avg,flood_zone_flag,traffic_peak_index,pollution_spike_flag,parcel_demand_index,historical_income_variance,active_hours_ratio,gps_jump_distance,claim_frequency_7day,nearby_claim_cluster_score,income_loss_hours
WRK-07537,0.5958,36.19,0,0.8222,0,0.3913,1.0,0.1591,39.28,4.5,0.6977,28.1
WRK-07538,0.5159,59.77,1,0.7458,0,0.4735,0.8709,0.4802,0.14,2.0,0.0568,14.13
WRK-07539,0.5316,70.64,0,1.0,0,0.6066,0.5134,0.7918,0.33,1.0,0.0548,0.0
WRK-07540,0.49,52.16,0,0.6099,0,0.6483,0.0211,0.1935,47.18,8.0,0.794,24.32
WRK-07541,0.5486,47.1,0,0.6558,1,0.6577,0.084,0.8578,0.01,0.0,0.2384,3.5
WRK-07542,0.3215,42.01,0,0.6555,0,0.6146,0.0995,0.8172,2.77,1.0,0.0336,1.12
WRK-07543,0.4162,53.17,0,1.0,1,0.4941,0.5841,0.907,1.82,1.0,0.2305,7.17
WRK-07544,0.4335,4.52,0,0.5238,0,0.6244,0.2487,0.4598,1.89,0.0,0.3486,2.79
WRK-07545,0.6797,90.48,0,0.9823,0,0.3652,0.9264,0.7973,0.16,1.0,0.0659,8.04
WRK-07546,0.4176,47.32,0,0.6832,0,0.5851,0.3626,0.7228,2.96,1.0,0.1099,3.75
WRK-07547,0.3801,44.35,0,0.7944,0,0.8995,0.6348,0.7903,1.0,2.0,0.1519,2.99
WRK-07548,0.4023,66.16,0,0.775,0,0.6008,0.222,0.7935,6.96,1.0,0.0289,2.38
WRK-07549,0.8097,78.6,1,0.9414,0,0.3755,1.0,0.8133,4.22,1.0,0.0857,12.43
WRK-07550,0.362,58.16,0,0.8329,0,0.759,0.3,0.7897,1.09,0.0,0.2456,1.71
WRK-07551,0.5349,76.02,0,0.9469,0,0.3048,1.0,0.549,0.04,0.0,0.2793,5.92
WRK-07552,0.7219,76.78,0,0.9156,0,0.3058,1.0,0.7604,6.56,1.0,0.1782,5.87
WRK-07553,0.5537,93.55,0,0.8794,1,0.1021,1.0,0.7784,0.01,2.0,0.3872,9.93
WRK-07554,0.3335,25.43,0,0.5456,0,0.6924,0.122,0.7895,4.83,0.0,0.3214,1.63
WRK-07555,0.597,93.7,0,0.9471,0,0.2112,1.0,0.8218,0.39,2.0,0.2769,11.97
WRK-07556,0.7652,107.51,1,1.0,0,0.1877,1.0,0.8933,5.7,4.0,0.3517,23.23
WRK-07557,0.4206,63.4,0,0.665,0,0.8443,0.5302,0.7891,0.04,0.0,0.1465,3.25
WRK-07558,0.4432,62.62,0,0.79,0,0.6628,0.1451,0.6419,0.03,1.0,0.1283,2.22
WRK-07559,0.6034,66.39,0,0.9818,0,0.3786,0.6954,0.7077,2.35,1.0,0.0182,5.41
WRK-07560,0.5661,26.67,0,0.6631,1,0.4805,0.4328,0.6474,0.41,0.0,0.2081,1.35
WRK-07561,0.4057,58.94,1,0.6762,0,0.4135,0.8572,0.268,33.29,8.5,0.7785,33.69
WRK-07562,0.7599,98.06,0,1.0,1,0.413,0.6003,0.6948,5.24,4.0,0.3884,8.25
WRK-07563,0.6367,81.55,0,0.9256,1,0.1413,1.0,0.7335,1.56,3.0,0.2948,11.25
WRK-07564,0.3978,97.41,0,0.8896,1,0.7054,0.1847,0.9134,3.65,6.0,0.2247,10.47
WRK-07565,0.633,85.34,0,1.0,0,0.5154,0.6354,0.5533,0.87,0.0,0.3051,11.02
WRK-07566,0.2267,22.59,0,0.7216,0,0.9132,0.7474,0.6346,1.83,1.0,0.2581,0.48
WRK-07567,0.7023,102.56,1,0.9408,0,0.5023,0.4343,0.3988,1.61,6.0,0.507,18.77
WRK-07568,0.4531,50.63,0,0.8427,0,0.2459,1.0,0.5561,1.7,1.0,0.3596,4.31
WRK-07569,0.4476,51.63,0,1.0,0,0.565,0.2356,0.6449,1.19,1.0,0.3386,5.05
WRK-07570,0.599,89.94,0,0.856,0,0.2626,1.0,0.5513,0.58,0.0,0.0358,8.33
WRK-07571,0.3211,43.41,0,0.5762,0,0.4133,0.7227,0.538,7.46,1.0,0.2817,1.01
WRK-07572,0.3828,26.04,0,0.6827,1,0.2853,1.0,0.6582,0.53,1.0,0.1013,2.91
WRK-07573,0.3446,11.7,1,0.8309,1,0.6199,0.1941,0.8795,0.91,4.0,0.022,15.68
WRK-07574,0.3548,34.91,0,0.5361,0,0.7496,0.3993,0.7137,0.26,2.0,0.3022,2.15
WRK-07575,0.6428,129.58,0,1.0,0,0.6035,0.1914,0.6661,1.9,0.0,0.005,10.33
WRK-07576,0.4413,34.29,0,0.7423,0,0.7739,0.7975,0.6728,0.74,0.0,0.0356,3.56
WRK-07577,0.5011,0.0,0,0.5496,0,0.2886,1.0,0.1176,46.23,3.5,0.7259,17.64
WRK-07578,0.4324,50.72,0,0.9384,0,0.5696,0.5038,0.8986,0.28,1.0,0.3658,1.58
WRK-07579,0.631,98.02,0,1.0,0,0.2107,1.0,0.5937,2.18,2.0,0.1138,11.21
WRK-07580,0.3526,43.69,0,0.6386,0,0.2977,0.9093,0.5656,0.74,0.0,0.341,3.01
WRK-07581,0.7135,72.06,1,0.9934,0,0.2602,1.0,0.9015,1.75,1.0,0.0034,16.42
WRK-07582,0.6547,29.45,0,0.6937,0,0.3657,0.7432,0.569,0.51,0.0,0.2085,5.84
WRK-07583,0.5978,48.63,0,0.8625,0,0.6355,0.8361,0.6336,1.48,1.0,0.1213,4.7
WRK-07584,0.5397,80.16,0,1.0,0,0.561,0.3052,0.8054,0.82,1.0,0.2972,5.8
WRK-07585,0.807,141.54,1,1.0,0,0.3895,0.7093,0.6977,4.07,5.0,0.4794,20.56
WRK-07586,0.8573,118.48,1,1.0,0,0.6766,0.1255,0.7408,0.15,3.0,0.4648,15.15
WRK-07587,0.4699,70.26,0,0.7667,0,0.5354,0.5021,0.4422,0.45,2.0,0.2737,2.82
WRK-07588,0.6756,36.05,1,0.6799,0,0.5838,0.2933,0.7577,8.77,3.0,0.3955,6.71
WRK-07589,0.7834,87.7,0,1.0,1,0.3706,0.7647,0.8284,3.73,2.0,0.06,9.7
WRK-07590,0.6615,82.04,1,0.9244,0,0.05,1.0,0.5676,4.51,5.0,0.2761,17.54
WRK-07591,0.748,94.79,0,1.0,0,0.7151,0.1912,0.613,0.62,0.0,0.1321,12.57
WRK-07592,0.2543,43.59,0,0.8524,0,0.5105,0.6556,0.9174,8.7,0.0,0.3898,6.04
WRK-07593,0.6734,105.15,0,1.0,1,0.5769,0.659,0.5466,0.42,1.0,0.1249,13.53
WRK-07594,0.2765,45.01,0,0.7538,0,0.5639,0.2482,0.8541,2.92,0.0,0.0485,0.0
WRK-07595,0.55,101.75,0,0.9309,1,0.794,0.4709,0.1378,82.07,11.2,0.8974,30.04
WRK-07596,0.4654,46.64,0,0.6349,0,0.6578,0.0356,0.7966,6.95,2.0,0.049,1.97
WRK-07597,0.3109,60.99,0,0.7106,0,0.2803,0.9667,0.8131,0.33,1.0,0.2908,0.73
WRK-07598,0.6794,115.6,1,0.938,0,0.1905,1.0,0.2231,45.34,11.4,0.9617,40.44
WRK-07599,0.7311,170.92,0,1.0,0,0.4416,0.7706,0.893,2.17,1.0,0.2972,16.18
WRK-07600,0.4946,76.17,0,1.0,0,0.3356,0.8422,0.9017,1.47,0.0,0.0525,8.28
WRK-07601,0.4777,39.67,0,0.7348,1,0.4122,0.7761,0.8135,0.94,0.0,0.0147,5.29
WRK-07602,0.7919,111.49,1,1.0,0,0.1131,1.0,0.8469,1.75,1.0,0.5337,19.9
WRK-07603,0.4729,70.04,0,1.0,0,0.1572,1.0,0.7593,0.07,1.0,0.0142,7.78
WRK-07604,0.5853,19.94,0,0.7834,1,0.4705,0.4609,0.7732,1.22,4.0,0.0559,4.6
WRK-07605,0.6243,91.3,0,0.9855,0,0.6301,0.1326,0.8989,2.05,3.0,0.011,9.36
WRK-07606,0.4657,55.84,1,0.9795,0,0.2638,1.0,0.607,6.76,5.0,0.1853,18.1
WRK-07607,0.7378,90.67,1,0.903,0,0.2963,0.9192,0.5823,2.75,3.0,0.3695,18.3
WRK-07608,0.6276,25.19,0,0.7301,1,0.9852,1.0,0.4717,0.22,2.0,0.2973,5.59
WRK-07609,0.4162,76.03,0,1.0,0,0.1808,1.0,0.6611,3.11,5.0,0.2332,6.97
WRK-07610,0.6764,69.65,0,0.9715,0,0.5305,0.4922,0.8868,0.41,1.0,0.1488,4.03
WRK-07611,0.6409,97.89,0,1.0,0,0.5424,0.3558,0.9033,5.61,1.0,0.3455,12.23
WRK-07612,0.4975,33.21,0,0.8208,0,0.6453,0.0961,0.6581,3.7,1.0,0.0026,5.36
WRK-07613,0.5681,106.09,1,0.9774,0,0.1317,1.0,0.841,0.26,3.0,0.4049,16.55
WRK-07614,0.3889,51.24,0,0.7106,0,0.6686,0.0902,0.4746,0.36,0.0,0.1289,0.0
WRK-07615,0.5007,53.17,0,0.7903,0,0.61,0.2041,0.826,0.39,1.0,0.2918,1.13
WRK-07616,0.3372,56.44,0,0.652,0,0.473,0.6144,0.7849,1.55,0.0,0.3376,2.36
WRK-07617,0.6428,112.15,0,1.0,0,0.2952,0.9874,0.7383,2.36,3.0,0.2942,13.97
WRK-07618,0.3624,23.95,0,0.4774,0,0.6143,0.3157,0.6468,5.62,2.0,0.3541,3.57
WRK-07619,0.5644,48.19,0,0.998,0,0.4658,0.4672,0.7294,0.16,0.0,0.2645,5.19
WRK-07620,0.4011,40.08,0,0.6239,0,0.362,0.7732,0.5906,0.42,1.0,0.2495,0.0
WRK-07621,0.334,9.09,0,0.5176,0,0.397,1.0,0.417,0.85,2.0,0.2302,2.69
WRK-07622,0.5823,102.99,1,1.0,0,0.342,0.8719,0.805,2.37,0.0,0.3931,17.78
WRK-07623,0.359,79.02,0,0.8815,0,0.6868,0.134,0.2108,71.34,7.3,0.9003,21.14
WRK-07624,0.5923,30.75,0,0.9269,0,0.678,0.0783,0.5528,2.07,1.0,0.3876,6.57
WRK-07625,0.3692,23.83,0,0.5472,0,0.71,0.3633,0.8002,2.46,2.0,0.159,1.22
WRK-07626,0.6544,65.45,0,0.9691,0,0.1214,1.0,0.5021,1.95,3.0,0.3173,5.37
WRK-07627,0.652,32.83,0,0.7931,0,0.3796,0.7319,0.5359,0.76,1.0,0.2731,2.56
WRK-07628,0.8266,89.8,0,1.0,0,0.6872,0.1513,0.9252,3.92,3.0,0.1624,4.63
WRK-07629,0.2683,66.81,0,0.7608,0,0.518,0.5326,0.8047,1.83,1.0,0.3828,0.0
WRK-07630,0.7318,73.01,0,0.937,0,0.5719,0.3832,0.811,1.53,0.0,0.2828,6.2
WRK-07631,0.4981,49.86,0,0.9558,0,0.5445,0.3123,0.7668,0.43,0.0,0.013,3.92
WRK-07632,0.6431,96.71,0,0.9958,0,0.5014,0.7075,0.6847,0.96,1.0,0.2892,11.08
WRK-07633,0.4062,16.65,0,0.5684,1,0.5122,0.38,0.4321,1.32,0.0,0.0446,1.13
WRK-07634,0.5419,87.18,0,0.9385,0,0.1435,1.0,0.798,0.22,0.0,0.212,14.04
WRK-07635,0.837,96.82,0,1.0,0,0.6557,0.199,0.6857,0.61,2.0,0.3651,10.79
WRK-07636,0.5212,88.53,0,1.0,1,0.2491,1.0,0.8462,3.96,2.0,0.2703,8.81
WRK-07637,0.4808,16.56,0,0.7922,0,0.4649,0.5222,0.822,0.12,0.0,0.2123,5.17
WRK-07638,0.3532,50.75,0,0.7292,0,0.3186,0.9701,0.8172,1.07,0.0,0.1417,2.29
WRK-07639,0.3137,49.71,0,0.6845,0,0.8026,0.4669,0.6628,0.28,1.0,0.2702,4.09
WRK-07640,0.4249,102.07,1,0.8029,1,0.7384,0.2427,0.6703,5.78,4.0,0.4825,15.53
WRK-07641,0.3614,50.9,0,0.5321,0,0.7035,0.1469,0.6096,1.71,3.0,0.2141,3.55
WRK-07642,0.344,50.39,0,0.8108,0,0.5672,0.3378,0.9183,0.12,0.0,0.2249,1.78
WRK-07643,0.7421,101.86,0,1.0,0,0.4445,0.5632,0.8103,1.02,2.0,0.193,10.92
WRK-07644,0.5021,54.85,0,0.5538,0,0.6181,0.0876,0.684,0.6,1.0,0.0513,1.07
WRK-07645,0.7178,106.34,1,1.0,0,0.1548,1.0,0.7447,0.82,3.0,0.4425,20.16
WRK-07646,0.6255,88.64,0,0.9358,0,0.8665,0.6469,0.746,5.26,2.0,0.1135,10.03
WRK-07647,0.6848,80.52,0,1.0,0,0.7385,0.4259,0.8104,0.3,4.0,0.2231,11.11
WRK-07648,0.7184,145.4,0,1.0,0,0.6166,0.1909,0.7267,0.68,1.0,0.3129,14.12
WRK-07649,0.5634,57.53,0,0.9162,0,0.2648,1.0,0.9304,8.06,0.0,0.1744,4.76
WRK-07650,0.3478,40.5,0,0.6375,0,0.5878,0.2494,0.3437,70.83,5.3,0.8928,25.1
WRK-07651,0.4563,59.98,0,0.975,0,0.2582,1.0,0.6994,0.78,0.0,0.1597,6.39
WRK-07652,0.6699,91.23,0,1.0,0,0.6144,0.1147,0.1692,41.91,6.1,0.7984,25.99
WRK-07653,0.4807,81.5,0,1.0,1,0.3941,0.6606,0.6228,1.12,2.0,0.3993,8.83
WRK-07654,0.4968,74.58,0,0.9722,0,0.4644,0.4838,0.5213,0.76,1.0,0.1615,5.67
WRK-07655,0.428,38.81,1,0.9578,0,0.7071,0.3806,0.8248,0.76,3.0,0.3835,8.69
WRK-07656,0.5332,50.34,0,0.923,0,0.7525,0.507,0.7061,2.48,0.0,0.2051,5.65
WRK-07657,0.4503,29.95,0,0.5033,0,0.5142,0.4074,0.842,3.72,1.0,0.3282,2.22
WRK-07658,0.5842,17.67,0,0.5539,0,0.8354,0.4679,0.8292,5.1,0.0,0.0354,3.56
WRK-07659,0.369,24.77,0,0.6649,1,0.9541,0.9651,0.4946,0.8,1.0,0.0702,1.74
WRK-07660,0.6759,116.39,1,0.9279,1,0.6564,0.1344,0.7157,1.67,8.0,0.3346,15.15
WRK-07661,0.8763,89.89,0,0.811,0,0.7213,0.3476,0.8663,2.08,2.0,0.1068,9.08
WRK-07662,0.6955,99.53,0,0.909,0,0.1701,1.0,0.862,3.06,0.0,0.3177,11.39
WRK-07663,0.6746,112.08,1,0.936,0,0.4681,0.5906,0.6623,0.05,1.0,0.5799,13.94
WRK-07664,0.571,71.35,0,1.0,0,0.4772,0.4656,0.599,0.27,0.0,0.0694,7.73
WRK-07665,0.5723,57.77,0,0.7743,0,0.4762,0.5542,0.7158,6.83,0.0,0.3578,1.99
WRK-07666,0.5873,69.25,1,0.9165,0,0.6316,0.2436,0.7285,4.14,4.0,0.083,12.61
WRK-07667,0.6842,94.92,0,1.0,1,0.6288,0.2242,0.8472,0.32,2.0,0.0924,9.74
WRK-07668,0.6421,59.36,0,0.9536,0,0.7468,0.6218,0.8697,1.66,1.0,0.2086,4.29
WRK-07669,0.4649,76.83,0,1.0,0,0.2338,1.0,0.6149,9.93,2.0,0.154,2.17
WRK-07670,0.3661,62.08,0,1.0,0,0.6494,0.0332,0.5925,0.03,0.0,0.3152,2.94
WRK-07671,0.8275,98.69,1,0.9705,0,0.2797,1.0,0.0597,22.06,10.1,0.9157,34.69
WRK-07672,0.6578,71.59,0,0.9297,0,0.3754,0.7095,0.6273,0.03,1.0,0.2237,5.22
WRK-07673,0.3028,49.68,0,0.7882,1,0.8502,0.5593,0.8416,4.63,0.0,0.2825,2.8
WRK-07674,0.5002,51.55,0,0.7745,0,0.7937,0.4886,0.6727,8.08,0.0,0.2289,2.43
WRK-07675,0.3397,0.0,0,0.49,0,0.6452,0.0352,0.6651,0.19,0.0,0.1995,1.74
WRK-07676,0.7468,99.87,0,0.9805,0,0.8368,0.5832,0.8084,1.91,2.0,0.2678,9.66
WRK-07677,0.5173,52.05,0,0.7492,0,0.8962,0.8829,0.7266,0.5,1.0,0.2649,2.62
WRK-07678,0.4879,67.98,0,0.7497,0,0.6106,0.2141,0.7988,0.43,0.0,0.1258,1.37
WRK-07679,0.5043,134.07,1,1.0,0,0.05,1.0,0.6551,7.04,2.0,0.3866,17.12
WRK-07680,0.5356,79.57,1,1.0,0,0.3178,0.9454,0.6107,3.63,0.0,0.3444,16.92
WRK-07681,0.472,45.24,0,0.9499,0,0.3737,0.7219,0.815,1.01,1.0,0.3009,7.48
WRK-07682,0.3737,72.7,0,0.942,0,0.5893,0.3334,0.717,0.11,1.0,0.1863,6.26
WRK-07683,0.4413,66.89,0,0.8646,0,0.1358,1.0,0.8777,3.18,0.0,0.1878,5.76
WRK-07684,0.2712,38.67,0,0.7521,0,0.8857,0.7017,0.8551,1.77,1.0,0.3361,3.27
WRK-07685,0.6654,76.45,0,0.8884,0,0.6211,0.0862,0.227,53.79,7.2,0.634,16.84
WRK-07686,0.2908,46.15,0,0.6004,0,0.8898,0.7981,0.6268,5.62,2.0,0.2603,0.18
WRK-07687,0.6971,163.99,0,1.0,0,0.6932,0.3987,0.8699,2.08,2.0,0.2222,9.74
WRK-07688,0.6625,74.99,0,1.0,0,0.1964,1.0,0.7388,0.25,0.0,0.2668,9.66
WRK-07689,0.8059,153.86,1,1.0,0,0.2758,0.9755,0.4656,1.7,3.0,0.3777,23.53
WRK-07690,0.3144,16.82,0,0.5091,0,0.8372,1.0,0.834,2.96,0.0,0.1647,0.0
WRK-07691,0.4961,29.99,0,0.5168,0,0.6897,0.1043,0.758,0.34,0.0,0.2745,3.75
WRK-07692,0.7257,110.96,1,1.0,0,0.3281,0.9336,0.5986,0.21,4.0,0.2852,21.76
WRK-07693,0.4456,67.72,1,1.0,0,0.2601,1.0,0.6411,0.29,6.0,0.3591,14.46
WRK-07694,0.3113,61.71,0,0.7057,0,0.807,0.4831,0.8562,0.18,1.0,0.3463,0.0
WRK-07695,0.2845,57.09,0,0.6916,1,0.3239,0.8425,0.7329,1.39,0.0,0.1258,1.48
WRK-07696,0.4217,50.71,0,0.5456,1,0.3888,0.7261,0.7728,2.59,1.0,0.3233,3.46
WRK-07697,0.591,84.73,0,0.8779,0,0.4626,0.4826,0.7692,1.35,4.0,0.3734,10.44
WRK-07698,0.6459,48.41,0,1.0,0,0.5251,0.4492,0.7173,3.27,0.0,0.2095,5.4
WRK-07699,0.6656,152.69,1,1.0,0,0.1696,1.0,0.81,0.63,6.0,0.3557,19.12
WRK-07700,0.4079,57.59,0,1.0,0,0.6295,0.1458,0.9,0.89,2.0,0.3458,2.54
WRK-07701,0.6687,95.55,0,0.9575,0,0.8197,0.4431,0.6333,0.3,1.0,0.0211,9.39
WRK-07702,0.6251,80.81,0,0.8706,0,0.1923,1.0,0.9318,1.87,3.0,0.1795,11.67
WRK-07703,0.6507,68.47,0,0.9069,0,0.5362,0.285,0.7105,0.94,0.0,0.0364,5.19
WRK-07704,0.5589,79.26,1,1.0,0,0.6722,0.1422,0.8746,1.56,1.0,0.235,11.49
WRK-07705,0.3894,9.64,0,0.639,0,1.0,1.0,0.4739,0.37,1.0,0.3732,3.23
WRK-07706,0.4897,111.29,0,1.0,1,0.4052,0.6571,0.3834,0.29,3.0,0.2009,12.09
WRK-07707,0.4664,59.49,0,0.7674,0,0.8386,0.524,0.5767,1.19,2.0,0.1975,3.33
WRK-07708,0.5446,79.2,0,0.8241,1,0.392,0.7713,0.7217,3.73,1.0,0.0975,6.75
WRK-07709,0.7113,86.06,1,0.7507,0,0.6934,0.3272,0.7379,3.03,9.0,0.1963,12.84
WRK-07710,0.6628,90.93,0,1.0,0,0.8917,0.907,0.5297,1.52,5.0,0.2483,9.95
WRK-07711,0.5514,85.5,0,1.0,0,0.382,0.68,0.4728,1.62,2.0,0.1965,9.81
WRK-07712,0.5985,13.73,0,0.8524,0,0.2969,0.8874,0.8286,7.15,0.0,0.1947,7.46
WRK-07713,0.6638,93.61,1,0.9493,0,0.05,1.0,0.6428,0.46,5.0,0.1627,20.47
WRK-07714,0.5326,72.29,0,0.9651,0,0.4515,0.5091,0.6861,2.05,2.0,0.2778,3.82
WRK-07715,0.5266,37.04,0,0.8978,1,0.3954,0.7653,0.7799,3.78,2.0,0.1374,6.15
WRK-07716,0.6998,80.38,0,0.9553,0,0.5158,0.3922,0.7759,0.89,1.0,0.1185,11.12
WRK-07717,0.3751,61.7,0,0.7464,0,0.7355,0.7352,0.8462,1.44,0.0,0.0576,4.71
WRK-07718,0.4369,39.6,0,0.6923,0,0.8943,0.6288,0.6589,9.56,1.0,0.0772,0.84
WRK-07719,0.6499,83.09,0,0.8886,1,0.8118,0.4264,0.8541,0.1,2.0,0.1841,11.31
WRK-07720,0.8518,82.53,1,1.0,0,0.2107,1.0,0.7807,0.92,8.0,0.2609,20.07
WRK-07721,0.8814,77.06,0,0.9439,0,0.6166,0.1801,0.8048,5.89,0.0,0.3369,8.07
WRK-07722,0.7499,114.76,1,1.0,0,0.39,0.7941,0.8763,3.66,7.0,0.2938,16.73
WRK-07723,0.5733,49.76,0,0.681,0,0.828,0.5055,0.8987,2.43,0.0,0.0442,2.62
WRK-07724,0.5969,109.45,1,1.0,0,0.4133,1.0,0.7373,5.07,1.0,0.3062,13.95
WRK-07725,0.2663,35.67,0,0.7985,0,0.8329,0.6488,0.4835,1.2,2.0,0.1097,3.37
WRK-07726,0.3743,62.84,0,0.7945,0,0.3901,0.6687,0.707,3.24,0.0,0.0131,0.0
WRK-07727,0.7233,87.69,1,1.0,0,0.5175,0.4932,0.679,1.19,2.0,0.2682,16.71
WRK-07728,0.4641,81.14,0,1.0,0,0.3148,0.8972,0.5156,9.91,1.0,0.1311,10.74
WRK-07729,0.4186,55.51,0,0.7305,0,0.7087,0.2003,0.7627,7.15,5.0,0.1748,0.53
WRK-07730,0.4721,8.42,0,0.5147,0,0.9079,0.6606,0.6989,1.4,1.0,0.2926,2.35
WRK-07731,0.8223,100.92,1,1.0,0,0.3658,0.7289,0.8422,3.13,2.0,0.4076,16.22
WRK-07732,0.5825,57.9,0,0.8566,0,0.7989,0.6041,0.5874,2.06,1.0,0.293,9.05
WRK-07733,0.5668,60.34,0,1.0,0,0.6778,0.2499,0.7899,3.99,0.0,0.2374,7.16
WRK-07734,0.6681,137.06,1,1.0,1,0.3696,0.7385,0.6445,1.66,8.0,0.5234,22.39
WRK-07735,0.6526,76.77,0,0.9318,0,0.2038,1.0,0.7044,2.4,2.0,0.0611,8.99
WRK-07736,0.4858,57.22,0,0.9441,0,0.0565,1.0,0.5642,1.36,0.0,0.1935,8.4
WRK-07737,0.7184,24.27,0,0.9298,0,0.765,0.4785,0.6165,0.62,0.0,0.3707,4.03
WRK-07738,0.6218,88.58,0,0.6793,0,0.8178,0.4662,0.8281,1.55,1.0,0.1806,5.8
WRK-07739,0.3636,104.58,0,0.8854,0,0.5209,0.624,0.765,3.12,1.0,0.1841,11.69
WRK-07740,0.7686,81.13,1,0.9865,0,0.05,1.0,0.5528,3.77,4.0,0.3391,23.32
WRK-07741,0.6439,16.29,0,0.7967,1,0.4623,0.5642,0.6087,1.85,0.0,0.1675,4.02
WRK-07742,0.4122,51.33,0,1.0,0,0.6331,0.0724,0.7749,2.41,2.0,0.2066,5.64
WRK-07743,0.4291,63.07,0,0.755,0,0.4747,0.4652,0.7144,18.7,1.0,0.2005,2.19
WRK-07744,0.5098,39.09,1,0.7949,0,0.3935,0.7785,0.688,2.82,3.0,0.0623,8.31
WRK-07745,0.5556,28.21,0,0.8339,0,0.8714,0.6151,0.738,0.55,0.0,0.1357,8.75
WRK-07746,0.8083,95.68,0,1.0,1,0.3634,0.7443,0.3834,5.07,2.0,0.3022,10.45
WRK-07747,0.3857,68.33,0,0.7592,0,0.7237,0.3425,0.9347,2.29,0.0,0.0815,2.72
WRK-07748,0.8072,93.91,1,1.0,0,0.05,1.0,0.8421,0.81,6.0,0.1856,12.0
WRK-07749,0.6581,98.56,1,0.9323,0,0.3428,0.8286,0.7323,0.95,4.0,0.3033,18.62
WRK-07750,0.5661,39.31,0,0.5509,1,0.7451,0.2612,0.3526,0.45,1.0,0.3723,1.9
WRK-07751,0.4255,46.63,0,0.6001,0,0.4238,0.5897,0.5663,4.02,3.0,0.3832,2.34
WRK-07752,0.6722,78.09,1,0.9176,0,0.3703,0.7362,0.8475,5.11,2.0,0.2178,9.55
WRK-07753,0.596,45.87,1,0.8077,0,0.5829,0.201,0.6976,0.24,4.0,0.3181,14.33
WRK-07754,0.693,91.19,0,0.9742,0,0.7283,0.4235,0.8236,0.69,0.0,0.0724,7.76
WRK-07755,0.4064,26.34,0,0.7431,0,0.4828,0.4941,0.6743,1.76,0.0,0.1009,2.88
WRK-07756,0.3608,18.94,1,0.5733,0,0.7617,0.3634,0.6514,1.12,3.0,0.3974,12.35
WRK-07757,0.5295,32.57,1,0.9013,0,0.2395,1.0,0.317,48.77,9.7,0.782,27.24
WRK-07758,0.5926,250.22,0,1.0,0,0.2045,1.0,0.1811,52.88,5.6,0.832,30.71
WRK-07759,0.4442,60.94,0,0.8,0,0.3683,0.7972,0.5131,2.05,0.0,0.3751,1.86
WRK-07760,0.5146,119.58,0,1.0,1,0.7126,0.3081,0.7796,2.72,0.0,0.2652,11.3
WRK-07761,0.4522,68.66,0,1.0,1,0.2223,1.0,0.6741,0.83,4.0,0.302,6.37
WRK-07762,0.4195,52.5,0,0.7439,0,0.7939,0.3746,0.7168,1.03,1.0,0.2068,1.04
WRK-07763,0.6578,94.01,0,1.0,0,0.9081,0.7827,0.5229,1.9,1.0,0.1364,6.68
WRK-07764,0.3471,4.29,0,0.4545,0,0.807,0.5518,0.6296,0.41,0.0,0.1902,0.64
WRK-07765,0.6732,108.63,0,0.8899,0,0.426,0.9372,0.7991,1.82,1.0,0.3515,10.03
WRK-07766,0.3373,51.15,0,0.8116,0,0.4156,0.6834,0.5726,0.01,2.0,0.024,2.96
WRK-07767,0.3809,9.75,1,0.5393,0,0.2832,0.9553,0.7275,0.94,3.0,0.0876,9.98
WRK-07768,0.6846,85.69,0,0.9912,0,0.3298,1.0,0.1532,19.79,7.1,0.801,31.6
WRK-07769,0.408,82.86,0,1.0,0,0.6098,0.3689,0.8562,1.23,2.0,0.0138,8.27
WRK-07770,0.4014,25.16,0,0.543,0,0.6144,0.2017,0.769,0.12,0.0,0.2009,4.41
WRK-07771,0.5709,31.77,0,0.7352,0,0.705,0.2211,0.8096,0.36,3.0,0.0941,1.93
WRK-07772,0.7067,107.34,1,1.0,1,0.5429,0.4903,0.8597,2.65,1.0,0.1719,18.84
WRK-07773,0.8437,80.33,1,0.8918,0,0.0646,1.0,0.7946,0.24,1.0,0.2482,19.57
WRK-07774,0.3687,12.27,0,0.4925,0,0.4894,0.4327,0.8747,0.47,0.0,0.2764,0.14
WRK-07775,0.6977,110.1,1,1.0,1,0.4318,0.7833,0.7877,1.18,6.0,0.5401,20.8
WRK-07776,0.4162,60.31,0,0.8342,1,0.8993,0.6484,0.6221,0.7,2.0,0.0938,4.04
WRK-07777,0.3723,42.76,1,0.7806,0,0.6527,0.1887,0.5685,0.04,4.0,0.2741,7.82
WRK-07778,0.4349,16.39,0,0.453,0,1.0,0.9801,0.4847,6.73,2.0,0.2196,0.72
WRK-07779,0.6251,75.71,1,0.7285,0,0.6628,0.8417,0.6091,1.98,2.0,0.298,14.5
WRK-07780,0.4346,70.87,0,1.0,0,0.8537,0.7868,0.7895,0.19,2.0,0.2491,7.72
WRK-07781,0.6069,114.22,1,0.8634,0,0.584,0.2417,0.6387,0.97,3.0,0.4529,19.37
WRK-07782,0.4712,2.53,0,0.7175,0,0.7907,0.3555,0.7,0.1,1.0,0.2165,1.29
WRK-07783,0.3099,68.09,0,0.7393,0,0.7593,0.2808,0.1746,103.8,5.2,0.647,20.18
WRK-07784,0.363,40.36,0,0.5971,0,0.4699,0.4806,0.7907,3.44,1.0,0.1873,3.3
